เลขที่บิล,วันที่,เวลา,สาขา,สินค้า,หมวดสินค้า,จำนวน,ราคาต่อหน่วย,ยอดขาย,รหัสลูกค้า,สถานะ
B000137,26/06/2569,10:43,สาขาอารีย์,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,M0739,สำเร็จ
B000138,26/06/2569,10:06,สาขาอารีย์,ลาเต้เย็น,กาแฟ,1,65,65,,สำเร็จ
B000139,26/06/2569,10:23,สาขาอารีย์,อเมริกาโน่เย็น,กาแฟ,1,55,55,,สำเร็จ
B000139,26/06/2569,10:23,สาขาอารีย์,น้ำผึ้งมะนาวโซดา,ชาและเครื่องดื่ม,2,55,110,,สำเร็จ
B000140,26/06/2569,11:55,สาขาอารีย์,ชาเขียวมัทฉะลาเต้,ชาและเครื่องดื่ม,1,75,75,M0417,สำเร็จ
B000140,26/06/2569,11:55,สาขาอารีย์,ครัวซองต์เนยสด,เบเกอรี่,1,55,55,M0417,สำเร็จ
B000141,26/06/2569,11:40,สาขาอารีย์,ลาเต้เย็น,กาแฟ,1,65,65,,สำเร็จ
B000141,26/06/2569,11:40,สาขาอารีย์,มอคค่าเย็น,กาแฟ,1,70,70,,สำเร็จ
B000142,26/06/2569,11:12,สาขาอารีย์,บานอฟฟี่,เบเกอรี่,1,90,90,,สำเร็จ
B000142,26/06/2569,11:12,สาขาอารีย์,คาปูชิโน่ร้อน,กาแฟ,1,60,60,,สำเร็จ
B000142,26/06/2569,11:12,สาขาอารีย์,ข้าวกะเพราไก่ไข่ดาว,อาหาร,1,89,89,,สำเร็จ
B000143,26/06/2569,11:11,สาขาอารีย์,มอคค่าเย็น,กาแฟ,2,70,140,,สำเร็จ
B000144,26/06/2569,11:41,สาขาอารีย์,น้ำผึ้งมะนาวโซดา,ชาและเครื่องดื่ม,1,55,55,M1685,สำเร็จ
B000145,26/06/2569,12:01,สาขาอารีย์,ลาเต้เย็น,กาแฟ,1,65,65,,สำเร็จ
B000145,26/06/2569,12:01,สาขาอารีย์,แซนด์วิชแฮมชีส,อาหาร,1,85,85,,สำเร็จ
B000146,26/06/2569,12:58,สาขาอารีย์,เอสเปรสโซ่,กาแฟ,1,50,50,,สำเร็จ
B000147,26/06/2569,12:26,สาขาอารีย์,อเมริกาโน่เย็น,กาแฟ,1,55,55,M1320,สำเร็จ
B000147,26/06/2569,12:26,สาขาอารีย์,อเมริกาโน่เย็น,กาแฟ,1,55,55,M1320,สำเร็จ
B000147,26/06/2569,12:26,สาขาอารีย์,มอคค่าเย็น,กาแฟ,2,70,140,M1320,สำเร็จ
B000148,26/06/2569,12:54,สาขาอารีย์,โกโก้เย็น,ชาและเครื่องดื่ม,1,60,60,M0249,สำเร็จ
B000149,26/06/2569,12:47,สาขาอารีย์,เอสเปรสโซ่,กาแฟ,1,50,50,,สำเร็จ
B000149,26/06/2569,12:47,สาขาอารีย์,คาปูชิโน่ร้อน,กาแฟ,1,60,60,,สำเร็จ
B000149,26/06/2569,12:47,สาขาอารีย์,สปาเกตตีคาโบนารา,อาหาร,1,129,129,,สำเร็จ
B000150,26/06/2569,12:59,สาขาอารีย์,อเมริกาโน่เย็น,กาแฟ,2,55,110,M0108,สำเร็จ
B000151,26/06/2569,12:43,สาขาอารีย์,ชาไทยเย็น,ชาและเครื่องดื่ม,2,50,100,,สำเร็จ
B000152,26/06/2569,12:53,สาขาอารีย์,ข้าวกะเพราไก่ไข่ดาว,อาหาร,1,89,89,,สำเร็จ
B000152,26/06/2569,12:53,สาขาอารีย์,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,,สำเร็จ
B000152,26/06/2569,12:53,สาขาอารีย์,มอคค่าเย็น,กาแฟ,1,70,70,,สำเร็จ
B000153,26/06/2569,12:41,สาขาอารีย์,ข้าวกะเพราไก่ไข่ดาว,อาหาร,2,89,178,,สำเร็จ
B000154,26/06/2569,13:50,สาขาอารีย์,บราวนี่ช็อกโกแลต,เบเกอรี่,1,65,65,,สำเร็จ
B000155,26/06/2569,13:46,สาขาอารีย์,แซนด์วิชแฮมชีส,อาหาร,2,85,170,,สำเร็จ
B000156,26/06/2569,13:15,สาขาอารีย์,ครัวซองต์เนยสด,เบเกอรี่,1,55,55,M0771,สำเร็จ
B000156,26/06/2569,13:15,สาขาอารีย์,บราวนี่ช็อกโกแลต,เบเกอรี่,1,65,65,M0771,สำเร็จ
B000157,26/06/2569,13:27,สาขาอารีย์,ครัวซองต์เนยสด,เบเกอรี่,1,55,55,,สำเร็จ
B000157,26/06/2569,13:27,สาขาอารีย์,เอสเปรสโซ่,กาแฟ,1,50,50,,สำเร็จ
B000158,26/06/2569,13:54,สาขาอารีย์,คาปูชิโน่ร้อน,กาแฟ,1,60,60,,สำเร็จ
B000158,26/06/2569,13:54,สาขาอารีย์,สปาเกตตีคาโบนารา,อาหาร,1,129,129,,สำเร็จ
B000159,26/06/2569,13:12,สาขาอารีย์,ลาเต้เย็น,กาแฟ,1,65,65,,สำเร็จ
B000160,26/06/2569,13:29,สาขาอารีย์,บานอฟฟี่,เบเกอรี่,1,90,90,M0522,สำเร็จ
B000161,26/06/2569,13:05,สาขาอารีย์,น้ำผึ้งมะนาวโซดา,ชาและเครื่องดื่ม,2,55,110,,สำเร็จ
B000162,26/06/2569,13:33,สาขาอารีย์,ชาเขียวมัทฉะลาเต้,ชาและเครื่องดื่ม,1,75,75,,สำเร็จ
B000163,26/06/2569,14:36,สาขาอารีย์,ลาเต้เย็น,กาแฟ,1,65,65,M1597,สำเร็จ
B000164,26/06/2569,14:29,สาขาอารีย์,ข้าวกะเพราไก่ไข่ดาว,อาหาร,1,89,89,M0647,สำเร็จ
B000165,26/06/2569,14:31,สาขาอารีย์,ครัวซองต์เนยสด,เบเกอรี่,2,55,110,,สำเร็จ
B000165,26/06/2569,14:31,สาขาอารีย์,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,,สำเร็จ
B000166,26/06/2569,14:01,สาขาอารีย์,ครัวซองต์เนยสด,เบเกอรี่,1,55,55,M0758,สำเร็จ
B000167,26/06/2569,14:59,สาขาอารีย์,น้ำผึ้งมะนาวโซดา,ชาและเครื่องดื่ม,1,55,55,,สำเร็จ
B000168,26/06/2569,14:28,สาขาอารีย์,ข้าวกะเพราไก่ไข่ดาว,อาหาร,1,89,89,M0482,สำเร็จ
B000169,26/06/2569,15:01,สาขาอารีย์,ลาเต้เย็น,กาแฟ,1,65,65,,สำเร็จ
B000170,26/06/2569,15:48,สาขาอารีย์,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,,สำเร็จ
B000171,26/06/2569,15:24,สาขาอารีย์,ชีสเค้กบลูเบอร์รี่,เบเกอรี่,2,95,190,M0778,สำเร็จ
B000172,26/06/2569,15:51,สาขาอารีย์,ลาเต้เย็น,กาแฟ,2,65,130,M1706,สำเร็จ
B000172,26/06/2569,15:51,สาขาอารีย์,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,M1706,สำเร็จ
B000173,26/06/2569,15:14,สาขาอารีย์,คาปูชิโน่ร้อน,กาแฟ,1,60,60,M0750,สำเร็จ
B000174,26/06/2569,16:15,สาขาอารีย์,โกโก้เย็น,ชาและเครื่องดื่ม,1,60,60,M1170,สำเร็จ
B000175,26/06/2569,16:32,สาขาอารีย์,มอคค่าเย็น,กาแฟ,2,70,140,,สำเร็จ
B000175,26/06/2569,16:32,สาขาอารีย์,มอคค่าเย็น,กาแฟ,1,70,70,,สำเร็จ
B000175,26/06/2569,16:32,สาขาอารีย์,ชีสเค้กบลูเบอร์รี่,เบเกอรี่,2,95,190,,สำเร็จ
B000176,26/06/2569,16:09,สาขาอารีย์,เอสเปรสโซ่,กาแฟ,1,50,50,M1653,สำเร็จ
B000177,26/06/2569,16:27,สาขาอารีย์,ชีสเค้กบลูเบอร์รี่,เบเกอรี่,1,95,95,,สำเร็จ
B000178,26/06/2569,16:38,สาขาอารีย์,บราวนี่ช็อกโกแลต,เบเกอรี่,1,65,65,,สำเร็จ
B000178,26/06/2569,16:38,สาขาอารีย์,ชีสเค้กบลูเบอร์รี่,เบเกอรี่,1,95,95,,สำเร็จ
B000179,26/06/2569,16:53,สาขาอารีย์,ลาเต้เย็น,กาแฟ,1,65,65,,สำเร็จ
B000180,26/06/2569,16:58,สาขาอารีย์,คาปูชิโน่ร้อน,กาแฟ,1,60,60,,สำเร็จ
B000181,26/06/2569,16:36,สาขาอารีย์,แซนด์วิชแฮมชีส,อาหาร,1,85,85,,สำเร็จ
B000181,26/06/2569,16:36,สาขาอารีย์,บานอฟฟี่,เบเกอรี่,2,90,180,,สำเร็จ
B000181,26/06/2569,16:36,สาขาอารีย์,โกโก้เย็น,ชาและเครื่องดื่ม,1,60,60,,สำเร็จ
B000182,26/06/2569,17:33,สาขาอารีย์,น้ำผึ้งมะนาวโซดา,ชาและเครื่องดื่ม,1,55,55,,สำเร็จ
B000182,26/06/2569,17:33,สาขาอารีย์,มอคค่าเย็น,กาแฟ,1,70,70,,สำเร็จ
B000183,26/06/2569,17:53,สาขาอารีย์,คาปูชิโน่ร้อน,กาแฟ,1,60,60,,สำเร็จ
B000184,26/06/2569,17:07,สาขาอารีย์,ครัวซองต์เนยสด,เบเกอรี่,1,55,55,,สำเร็จ
B000185,26/06/2569,17:14,สาขาอารีย์,ชีสเค้กบลูเบอร์รี่,เบเกอรี่,1,95,95,,สำเร็จ
B000186,26/06/2569,17:53,สาขาอารีย์,ชาเขียวมัทฉะลาเต้,ชาและเครื่องดื่ม,1,75,75,,สำเร็จ
B000186,26/06/2569,17:53,สาขาอารีย์,ชาเขียวมัทฉะลาเต้,ชาและเครื่องดื่ม,1,75,75,,สำเร็จ
B000187,26/06/2569,17:03,สาขาอารีย์,ลาเต้เย็น,กาแฟ,1,65,65,,สำเร็จ
B000187,26/06/2569,17:03,สาขาอารีย์,อเมริกาโน่เย็น,กาแฟ,1,55,55,,สำเร็จ
B000188,26/06/2569,18:59,สาขาอารีย์,บราวนี่ช็อกโกแลต,เบเกอรี่,1,65,65,,สำเร็จ
B000188,26/06/2569,18:59,สาขาอารีย์,ลาเต้เย็น,กาแฟ,1,65,65,,สำเร็จ
B000189,26/06/2569,19:33,สาขาอารีย์,ครัวซองต์เนยสด,เบเกอรี่,2,55,110,,สำเร็จ
B000190,26/06/2569,19:58,สาขาอารีย์,เอสเปรสโซ่,กาแฟ,2,50,100,,สำเร็จ
B000191,26/06/2569,19:36,สาขาอารีย์,บราวนี่ช็อกโกแลต,เบเกอรี่,1,65,65,M1508,สำเร็จ
B000192,26/06/2569,07:57,สาขาทองหล่อ,ชาเขียวมัทฉะลาเต้,ชาและเครื่องดื่ม,2,75,150,M0979,สำเร็จ
B000193,26/06/2569,07:25,สาขาทองหล่อ,มอคค่าเย็น,กาแฟ,1,70,70,,สำเร็จ
B000193,26/06/2569,07:25,สาขาทองหล่อ,ข้าวกะเพราไก่ไข่ดาว,อาหาร,1,89,89,,สำเร็จ
B000194,26/06/2569,07:42,สาขาทองหล่อ,บราวนี่ช็อกโกแลต,เบเกอรี่,1,65,65,,สำเร็จ
B000195,26/06/2569,08:09,สาขาทองหล่อ,ลาเต้เย็น,กาแฟ,1,65,65,M0722,สำเร็จ
B000196,26/06/2569,08:47,สาขาทองหล่อ,ลาเต้เย็น,กาแฟ,1,65,65,,สำเร็จ
